"username","userid","mediacount","followers","followees","bio","url"
"kavirmotor","1412441259",2237,162000,30,"جهت کسب اطلاعات بیشتر درخصوص قیمت، شرایط فروش و مشخصات محصولات، به فروشگاه‌های دائمی کویرموتور مراجعه نمایید.",""
"berke_gold_gallery","6746943122",773,77700,22,"تهران، اتوبان ستاری شمال، مجتمع تجاری کورش مال، طبقه (B1)،بورس طلا و جواهر،واحد 26
تلفن 44035289-021📞
ساعت کاری گالری 11:30 الی 21 میباشد
09022924625",""
"tabrizshow20","8603854038",5157,451085,63,"پیج اطلاع رسانی تبریز📱
جهت رزرو تبلیغات به دایرکت پیام بدین📲
👇پیج دوم کاریابی و استخدام تبریز
@estekhdam_.tabriz",""
"happycode.ir","7479154071",215,3545,668,"هپی کد همون جاییه که موفقیت فرزندمان را میسازه
💻
آموزش اسکرچ| اپلیکیشن سازی|بازی سازی|طراحی سایت| پایتون🐍
جهت مشاوره و ثبت نام:👇
۰۹۱۲۹۳۵۴۹۸۴ یا دایرکت",""
"zahraqaraat","13784352592",366,31000,10,"مهندسی کامپیوتر
ارشد روانشناسی بالینی کودک و نوجوان
اینجا بهت کمک می کنم تا بچه ها رو از آسیب فضای مجازی دور کنید
رزرو دوره برنامه نویسی کودک و نوجوان",""
"nabeghesaz","16574705390",498,4427,428,"تنها پلتفرم‌تخصصی‌‌آموزشی‌برنامه‌نویسی‌کودک‌ونوجوان🔸
کشف ‌استعداد برنامه‌نویسی فرزند‌شما+تضمین‌آینده‌شغلی🔸
مشاوره‌رایگان‌دایرکت🔸","zil.ink/nabeghesaz_"
"koodake.ranginkaman","50125519323",109,123000,125,"مربی ۴٠٠٠ برنامه نویس ۵تا ١۶ سال🧑‍💻
سرتیفیکیت CsU کانتربری نیوزیلند 🇳🇿
بنیانگذار آموزش پایتون با متد SZD🇨🇳
هوش|خلاقیت|ژیمناستیک مغزی🧠",""
"clickasma","14593322028",663,2837,1328,"کارشناس ارشد علوم کامپیوتر از دانشگاه شهید بهشتی تهران
#آموزش #فناوری _اطلاعات #کودکان #نوجوانان #بزرگسالان
با ارائه مدرک سازمان فنی و حرفه ای","asmacomputer.com"
"ogremetal","49773390635",74,2537,3306,"💪با افتخار تا ۷۲ ساعت ضمانت برگشت کالا در اوگرمتال
🚴🎉تخفیف داریم امروز، حتما استوری ببین
آدرس: شهرقدس
⬇️سفارش از طریق وب سایت و واتساپ و دایرکت",""
"mohammadtvkl41178","5364046221",294,3339,771,"Conserve of nature can ensure care of our human kins;
A/An
Environmentalist,
Conservationist,
Translator,
Developer and
Engineer.",""
"shadoo_neh","19289068530",918,32800,86,"لبخند تو خلاصه ی همه ی خوبیهاست
به شادونه خوش اومدی،اینجا همه چی باحاله😉
استوریامون😂👌
تبلیغات با پیج کاری👈دایرکت",""
"blueskybikes_official","4249892338",1771,10300,39,"عرضه برترین برندهای دوچرخه و لوازم جانبی
#bike #giant #scott #merida #cube #shimano
ساعت کاری فروشگاه
9 __13
16.30 _21","www.bluesky-bikes.com"
"varzeshboukan","4360361673",8626,12571,78,"صفحه رسمی رسانه ی مستقل «ورزش بوکان» در اینستاگرام، پوشش ویژه اخبار ورزشی بوکان، شهرهای کوردنشین، ایران و جهان",""
"neshat_bicycle","14341811837",630,116946,504,"🔹️معرفی دوچرخه های خوب در بازه قیمتی مختلف
🔹️ارسال #دوچرخه ولوازم به کل ایران
🔹️#لذت #خرید_دوچرخه رو با ما تجربه کنید
😉یادت نره تو هر سنی با نشاط باشی",""
"zahra_nemati_ir","1810967354",170,77174,529,"Iran's First Woman Gold Medalist at Olympics or Paralympics
Triple Paralympics Champion in 2012-2020
I.R. Iran's Team Flag Bearer in Rio 2016 Olympics",""
"streetdaredevils","56940288563",116,11400,576,"ストリート デア デビルズ
طراحی،چاپ و نصب استیکر ماشین🏎️",""
"avandmobileofficial","19297940205",782,75131,0,"صفحه رسمی
فروشگاه اینترنتی آوند موبایل
گوشی موبایل و لوازم جانبی",""
"digiato","1097615892",15106,477660,3,"‌
رسانه نسل فردا
‌
مهم‌ترین اخبار دنیای تکنولوژی و علم
‌
📲 تبلیغات: @digiatoads
‌
وبسایت و سایر شبکه‌های اجتماعی دیجیاتو 👇🏻",""
"mes_rafsanjan_cycling","43871380435",51,1038,462,"↓ پیج اصلی صنعت مس رفسنجان
.
.
@fc_mesrafsanjan
🔰",""
"technolife.eshop","572319964",2986,754483,102,"فروشگاه اینترنتی تکنولایف
نقد و بررسی ویژن پرو👇","technolife.ir/vp256"
"namezibaa","26021454665",1171,67700,175,"🔐SECURITY:@satafkompani
👉پیج دوم
@namezibaa2
برای مشاوره نام کودک خود به دایرکت مراجعه فرمایید
معرفی نامهای بیشتر در استوری ها",""
"chb_athletes","50982757788",121,2335,3,"ورزشکاران چهارمحال و بختیاری
تنها پیج رسمی معرفی ورزشکاران، قهرمانان، مربیان و داوران
♦️استان چهارمحال و بختیاری
🤝تبادل، تبلیغات، دایرکت",""
"mobonews","1410389643",5650,1800000,5,"ماجراجویی‌های من در دنیای تکنولوژی👨🏻‍💻
#موبونیوز",""
"forosheasb1","31278527473",441,11500,2,"خریدوفروش اسب های کرد،عرب و درهشور
درج آگهی و بازدید عالی
آگهی های فروشی خودرا ازطریق دایرکت ارسال کنید",""
"bazareasb1","30966607613",371,5985,63,"خریدوفروش اسب های کرد،عرب و درهشور
آگهی اسب با بازدهی عالی
آگهی های فروشی خودرا ازطریق دایرکت ارسال کنید",""
"sib__club","38332088914",134,2465,1803,"ویژه بانوان
با مدیریت : خانم اصغری
شهرقدس، خ آزادی ،کوچه طراوت ،کوچه سجادپور
📲09022618502
📲09900630985
📲02146856539",""
"alavijeh_diar_kohan","9179734038",1466,70300,7645,"📺بومگردی و عمارت های قدیمی
📍اصفهان #علویجه_دیار_کهن","Facebook profile"
"golsar_031","9039287756",100,22500,7312,"محسن نکونام :خبرنگار
رسانه اجتماعی و مردمی گلسار
اخبارمهم ایران و کل جهان
اخبار گلپایگان وخوانسار
۰۹۱۳۰۵۵۷۸۴۷",""
"elhammirsalimi_official","824749412",223,10400,557,"🇮🇷
🔐Security: @omidemehraban
Iranian Taekwondo and Kungfu Champion🇮🇷🥇🏆
Expert Physical Education
coach fitness
#taekwondo
#fitness
#karaj",""
"4ever.iran","27016732090",850,8297,3613,"مکانی برای تبادل کالاهای #دوچرخه سواری شما💱
جنس داری میخای #بفروشی؟💰
میخای چیزی بخری؟💳
میخای نگاه کنی چی تو بازار هست؟🛞
اینجا جا درسته
ارسال کل کشور🌍",""
"esfbike","8915941439",890,5684,5,"با تلاش هاى فراوان بالاخره موفق شديم پيجمون رو برگردونيم",""
"happyland_toy1","10800788654",178,2037,35,"اسباب بازی هپی لند😍😍😍😍😍
هدف ما شاد کردن دل کودکان شماست👶👶
شماره تماس:۰۹۳۹۹۵۱۶۳۴۷
سفارش=دایرکت😘😘❤❤
آدرس: شهرقدس،خ جمهوری،روبروی مرکز خرید ابریشم،پ ۱۷۰",""
"dokhtarane_kuhnavard","61798295442",51,4372,2929,"معرفی قله ها و دختران کوهنورد ایران🤘",""
"ghazal_dastvard77","26540029652",76,3595,681,"غزال دستوارد مربی ژیمناستیک
آموزش تخصصی ژیمناستیک کودکان
مدرک داوری درجه۳
#ژیمناستیک_مشهد
#مربی_تیم
آنیل ژیمناستیک اولین تیم رسمی ژیمناستیک مشهد
💍",""
"cycling.azarbayjan","5994090651",1860,5801,72,"صفحه رسمی هیات دوچرخه‌سواری آذربایجان‌شرقی
•
شماره تماس: 35540025-041
•
کانال تلگرامی👇👇👇","t.me/heyatdocherkhe"
"shayan.marandi_66","44101754598",284,8733,916,"💙My God I thank you for having you
خدایاشکر که به همه خواسته‌هام میرسم
🔞من انسان معمولی نیستم😎
🏔🚴🏻❄️🌳
#زندگی_زیبای_من
#کوهنورد #Climber",""
"tarhim_behshahr","46268368453",2623,5721,0,"عکس‌های درگذشتگان خود را برای یادآوری و انتشار رایگان به دایرکت ارسال کنید.
🖤🖤
هر نفسی طعم مرگ را خواهد چشید
🖤🖤
Telegram.me/@agahitarhimbehshahr",""
"heydari666","2998522108",443,1239,495,"🇮🇷IRAN🇮🇷
09183121237
Cycling Coach
JUDGMENT L3
Hamedan
Sport life
Rock Climbing🧗‍♂
Mountain
Road bicycle racing
Cycle tourist🌏
Skiing⛷
Badminton🏸@",""
"shadi.83.kheradmand","39840678568",24,5130,1014,"🏐first division league player
🏐l play volleyball
🏐height:185cm
Fitness💪🏋️",""
"pooshake59","51070658121",265,2107,29,"پوشاک ۵۹ |زنانه و مردانه|تک و عمده
محبوب‌ ترین در دل شما ❤️
‼️گارانتی تعویض بی قید و شرط‼️
با خیال راحت بخر😉 سفارشات👈🏼دایرکت",""
"asatide_bastan","58690089703",234,42200,36,"🔴استاد بهرام
1️⃣شناخت علم باستان‌شناسی
2️⃣نقد تفاسیر غلط و بی اساس اساتید
هر گونه برداشت از این پیج آزاد است",""
"diaco_collection","6266109654",85,208435,191,"منحصربه‌ فردترین،کاراترین وراحت ترین محصول دنیا◽️
ارسال رایگان،گارانتی ۶ماهه،امکان تعویض،پرو درمنزل🔹
آدرس ما:تهران، کوروش مال، طبقه منفی یک، پلاک۶۹◽️",""
"crepe.house.ir","24066692464",136,10200,71,"رستوران فرنگی خانه کرپ
تاسیس:آبان ۱۳۹۸
13pm-12am
مشهد : بلوار وکیل آباد مسیر رفت بعد پل سیدرضی",""
"sandali_barghi_mahmodi_","57651698246",1327,24000,667,"استان کرمانشاه شهرستان جوانرود پرداخت موقع تحویل ۰۹۱۸۵۵۳۹۴۱۵_۰۹۹۰۷۱۷۰۸۹۹ واتساپ پیام بذارین محمودی",""
"sportlexa2022","54532164112",25,3363,439,"گروه تولیدی پوشاک و لوازم ورزشی لکسا
حضوری و آنلاین
اجرا انواع خدمات چاپ💯
مدیریت:پوریاکریمی",""
"kooh_picture","47900449135",3004,21368,31,"تبلیغات ارزان😍
🍀استوریها رو از دست ندین 🍀
تبلیغات دایرکت",""
"magpho1","45526889326",133,166017,81,"دسترسی به نامحدود های تکنولوژی🌏
آموزش ترفند ها و اپلیکیشن های کاربردی📱
ارائه انواع گیفت کارت های اپل 💳
تبلیغات=دایرکت📥","t.me/magpho"
"a.gh.ranjbar","7104453216",33,4364,184,"iran. live in tehran and yazd
_ابوالفضل رنجبر
_ مُدَرِّس،قاری، حافظ و خادم قران کریم
_شاگرد شهید حسن دانش
_ دوست دار کتاب، هنر و سفر
تماس:09135381167",""
"206sport.i","9917399810",3860,64900,21,"بازدید بهترین کلیپای رانندگی
تیم برگزاری کمیته همگانی البرز
برگزار کننده همایشا و دورهمیای منطقه.",""
"auto.ghorbani.gharb","52668597819",250,25300,4033,"مديريت : علي قرباني
عباس قرباني
.
🏛شهرك غرب ٫ بلوار فرحزادي ٫ روبه روي ميلاد نور
.
شماره تماس:
☎️(021) 88 37 47 51
📲 0912 124 3875
📲 0912 6 604 604",""
"mohamad_ahmadi_gym","26247190387",89,1208,506,"مربی و داور حرفه ای IFBB
weight training prescription specialist certification from IFBB
the IFBB judging and technical master level",""
"javad_abedini_mtb","1968479807",127,7766,609,"من جوادم
اینجا روزای خوب ورزشم رو میتونی ببینی🙃❤️",""
"nikan_general_trading","7639438849",195,20300,4750,"طلق چراغ/ چراغ جلو/یدکی‌لکسوس/واردات قطعات نایاب
۰۹۱۲۱۹۰۰۸۲۳📲
۰۹۱۲۱۹۰۰۸۵۳
شهرزیبامیدان الغدیر الغدیر یکم‌ خدمات خودرویی نیکان
ادرس و لوکیشن درzilink👇",""
"nbii.123","62189807248",118,10300,15,"اینجا حس و حال خوب جریان داره 🌹
پر از خاطرات شیرین 🍃🍃
هایلایت گرین گیبلز براتوست پس برو ببینش😉🥰",""
"mohammad_mohsenyfar_","8554359546",97,4507,341,"قهرمان قهرمانان مسابقات جایزه بزرگ اردبیل🏅🏆
استان تبریز (🥇2x )(2x🥈)(🥉3x)
استان اردبیل (2x🥇)(1x🥈)
استان ارومیه(🥇2x)",""
"taha_sda","3156149788",118,7556,1314,"@HAMENS.TUNING
‌‌‌‌‌
کمیته اسلالوم شهرستان اردبیل🪪
اتومبیل رانی (اسلالوم) 🥇🥇🥉
RIDE WITH YOU💍",""
"omiddmarketing","29430969920",269,2989,3103,"اینجا همه چی ارزان ولی با کیفیته
خرید حضوری: مازندران_بابل_خورشیدکلا
۰۹۰۳۵۱۷۵۳۴۳محمدی
https://podro.shop/omiddmarketing",""
"4ever_ir","9201510440",553,29800,475,"بزرگترین مرجع #دوچرخه_سواری حرفه ای و تفریحی در ایران🇮🇷
از اخبار داخلی و خارجی 🌍
تا #آموزش های کاربردی 🎯
نماینده محصولات iGpsport
@4ever.iran","www.4ever.ir"
"hamidkalhor_official","1923913763",201,15600,3187,"#تبلیغات_پذیرفته_میشود
⬇️ #حتما_فالوو_کنید ⬇️
@shahsavar_bike_shop
👇👇👇#یوتیوب 👇👇👇",""
"mashhad_khabar","1946931907",19962,163000,1,"💡مشهدخبر، رسانه‌‌ای متفاوت ...
🎂 ۱۳۹۴/۳/۱۰
.
💲ارسال گزارش و درخواست تبلیغات👇
📩تلگرام: mashhadkhabar_admin
.
📣 کانال تلگرامی مشهدخبر
Mashadkhabar",""
"footballfews","48922194972",147,6666,1087,"تبلیغات📥دایرکت
خبر های داغ فوتبالی رو تو استوریامون دنبال کنید🔥
هر روز پست های جذاب و دیدنی😍
همراه با چاشنی طنز😜",""
